iter	Accuracy	Logloss
155	0.819614711	0.4143220894
156	0.819614711	0.4135827211
157	0.819614711	0.412808427
158	0.8213660245	0.4119198702
159	0.8213660245	0.4113966758
160	0.823117338	0.4106171337
161	0.823117338	0.4097683216
162	0.823117338	0.4092344649
163	0.823117338	0.4087006405
164	0.823117338	0.4081287165
165	0.823117338	0.4077635298
166	0.823117338	0.4070442836
167	0.823117338	0.4068231152
168	0.8248686515	0.4062071924
169	0.826619965	0.4057492101
170	0.826619965	0.4054218633
171	0.826619965	0.4047228105
172	0.826619965	0.4041841439
173	0.826619965	0.4038537021
174	0.826619965	0.4034437332
175	0.8283712785	0.4029466787
176	0.8283712785	0.4027310075
177	0.8283712785	0.4023303577
178	0.8301225919	0.4019387768
179	0.8283712785	0.401438745
180	0.8283712785	0.4012770747
181	0.8283712785	0.400832539
182	0.8283712785	0.4004975235
183	0.8283712785	0.4002432079
184	0.8283712785	0.399850502
185	0.8318739054	0.3994379942
186	0.8318739054	0.3991816951
187	0.8301225919	0.3986931867
188	0.8318739054	0.3985275889
189	0.8318739054	0.3983348285
190	0.8318739054	0.397829141
191	0.8336252189	0.3975867254
192	0.8336252189	0.3972111279
193	0.8336252189	0.3968494489
194	0.8336252189	0.3966693646
195	0.8336252189	0.3962740069
196	0.8371278459	0.3954394635
197	0.8371278459	0.3946395049
198	0.8371278459	0.3942136547
199	0.8388791594	0.3936087659
200	0.8388791594	0.3930910367
201	0.8388791594	0.3924673159
202	0.8371278459	0.3923349523
203	0.8371278459	0.3918630332
204	0.8371278459	0.3917353905
205	0.8371278459	0.3911221667
206	0.8371278459	0.3906958099
207	0.8371278459	0.3905704446
208	0.8371278459	0.3901155837
209	0.8371278459	0.3899644916
210	0.8371278459	0.3893214498
211	0.8371278459	0.3887696509
212	0.8371278459	0.3885384508
213	0.8371278459	0.3883939275
214	0.8371278459	0.387953492
215	0.8371278459	0.3874131103
216	0.8353765324	0.387040196
217	0.8353765324	0.3867889319
218	0.8353765324	0.3865794535
219	0.8353765324	0.3865314058
220	0.8353765324	0.386002524
221	0.8406304729	0.3852594531
222	0.8406304729	0.385145668
223	0.8406304729	0.3848216941
224	0.8406304729	0.38468303
225	0.8423817863	0.3843788514
226	0.8423817863	0.383642471
227	0.8406304729	0.3834630208
228	0.8423817863	0.3828180667
229	0.8423817863	0.3826224894
230	0.8423817863	0.3825107514
231	0.8423817863	0.3820615428
232	0.8441330998	0.3815074205
233	0.8458844133	0.381110411
234	0.8458844133	0.3807301881
235	0.8458844133	0.3803267389
236	0.8458844133	0.3796603421
237	0.8458844133	0.3795546969
238	0.8458844133	0.3791160174
239	0.8458844133	0.378660696
240	0.8458844133	0.3782683054
241	0.8441330998	0.3774694525
242	0.8458844133	0.3768441482
243	0.8476357268	0.3765219561
244	0.8458844133	0.3759894866
245	0.8476357268	0.3758348743
246	0.8476357268	0.3756185114
247	0.8476357268	0.3752769687
248	0.8476357268	0.3751768647
249	0.8493870403	0.3745730295
250	0.8493870403	0.3743781076
251	0.8493870403	0.3742995996
252	0.8493870403	0.3742004281
253	0.8493870403	0.3740520219
254	0.8493870403	0.3736685818
255	0.8493870403	0.3730333614
256	0.8493870403	0.372940857
257	0.8493870403	0.3721157355
258	0.8493870403	0.3716795438
259	0.8493870403	0.3711338203
260	0.8493870403	0.3708090422
261	0.8493870403	0.3706078619
262	0.8493870403	0.3704114466
263	0.8511383538	0.3700673018
264	0.8511383538	0.3697560526
265	0.8511383538	0.3693466369
266	0.8493870403	0.3687445213
267	0.8511383538	0.3684508456
268	0.8511383538	0.3680830837
269	0.8511383538	0.3678187559
270	0.8511383538	0.3673401843
271	0.8511383538	0.3667876566
272	0.8493870403	0.366183282
273	0.8511383538	0.3656511405
274	0.8511383538	0.3651525062
275	0.8511383538	0.3648013401
276	0.8511383538	0.3645150574
277	0.8511383538	0.3640926441
278	0.8511383538	0.3637164045
279	0.8511383538	0.3636235062
280	0.8511383538	0.3635251918
281	0.8511383538	0.3632221791
282	0.8528896673	0.362882855
283	0.8528896673	0.3627240175
284	0.8528896673	0.3623610626
285	0.8528896673	0.3620340537
286	0.8546409807	0.3617935279
287	0.8546409807	0.361375147
288	0.8528896673	0.3611729193
289	0.8546409807	0.3610201362
290	0.8563922942	0.3609186798
291	0.8581436077	0.3604421455
292	0.8598949212	0.3600603855
293	0.8598949212	0.3595770933
294	0.8598949212	0.3594899775
295	0.8598949212	0.3589963715
296	0.8598949212	0.3588223356
297	0.8598949212	0.3587149272
298	0.8581436077	0.3582134588
299	0.8581436077	0.3577983131
300	0.8581436077	0.3577099586
301	0.8581436077	0.3572534037
302	0.8581436077	0.3570016247
303	0.8581436077	0.3568845017
304	0.8581436077	0.3567757703
305	0.8598949212	0.3564713546
306	0.8581436077	0.3560652285
307	0.8598949212	0.3553514689
308	0.8581436077	0.3551312419
309	0.8598949212	0.3545880278
310	0.8581436077	0.3543399047
311	0.8581436077	0.353837367
312	0.8581436077	0.3535299062
313	0.8598949212	0.3532965419
314	0.8598949212	0.3532175099
315	0.8598949212	0.3531108219
316	0.8581436077	0.353006442
317	0.8616462347	0.3526830164
318	0.8616462347	0.3523469712
319	0.8616462347	0.3521748865
320	0.8616462347	0.3521130898
321	0.8616462347	0.3516730232
322	0.8616462347	0.3515457351
323	0.8633975482	0.3510597386
324	0.8651488616	0.3507979281
325	0.8651488616	0.3505206711
326	0.8651488616	0.3500508396
327	0.8669001751	0.3497558834
328	0.8669001751	0.3494667369
329	0.8721541156	0.3490553642
330	0.8704028021	0.3483883784
331	0.8704028021	0.3483065814
332	0.8704028021	0.3479955684
333	0.8721541156	0.3477341593
334	0.8704028021	0.3473027035
335	0.8704028021	0.3467549523
336	0.8704028021	0.3466223019
337	0.8704028021	0.3462167333
338	0.8721541156	0.3458802754
339	0.8721541156	0.3454771664
340	0.8721541156	0.345262192
341	0.8721541156	0.3452188394
342	0.8721541156	0.3449674828
343	0.8739054291	0.3443386413
344	0.8739054291	0.3439894264
345	0.8756567426	0.3437355965
346	0.8756567426	0.3431989243
347	0.8756567426	0.3429349168
348	0.877408056	0.3425281213
349	0.877408056	0.342429033
350	0.877408056	0.3423913453
351	0.877408056	0.3421796522
352	0.877408056	0.3419264331
353	0.877408056	0.3413567564
354	0.877408056	0.3412619829
355	0.877408056	0.3409094724
356	0.8791593695	0.3405316522
357	0.8791593695	0.3402044732
358	0.8791593695	0.3399844791
359	0.8791593695	0.3398808445
360	0.8791593695	0.3397531274
361	0.8791593695	0.3396503368
362	0.877408056	0.3393100444
363	0.877408056	0.3387900783
364	0.8791593695	0.3385343461
365	0.880910683	0.3381404853
366	0.880910683	0.3379186575
367	0.880910683	0.3376563158
368	0.880910683	0.3372876335
369	0.880910683	0.3370076678
370	0.880910683	0.3367391795
371	0.880910683	0.3363002338
372	0.880910683	0.3361715786
373	0.880910683	0.3357473381
374	0.880910683	0.335605848
375	0.880910683	0.3353720907
376	0.880910683	0.3351037254
377	0.880910683	0.3348367093
378	0.880910683	0.3344089819
379	0.8826619965	0.3341897517
380	0.880910683	0.3339760577
381	0.880910683	0.3337529012
382	0.880910683	0.3335368079
383	0.880910683	0.3333930912
384	0.880910683	0.3333148361
385	0.880910683	0.3329610634
386	0.880910683	0.3326718002
387	0.880910683	0.3324074088
388	0.8826619965	0.3320230542
389	0.8826619965	0.3319315465
390	0.8826619965	0.3315779981
391	0.8826619965	0.331501906
392	0.8826619965	0.3312315114
393	0.8826619965	0.3311422243
394	0.8826619965	0.3309299153
395	0.8826619965	0.3308572192
396	0.8826619965	0.3305658176
397	0.8826619965	0.3302887131
398	0.8826619965	0.3300867389
399	0.8826619965	0.3298546396
400	0.8826619965	0.3298168629
401	0.8826619965	0.3294093146
402	0.8826619965	0.3290169764
403	0.8826619965	0.3288631652
404	0.8826619965	0.3283928203
405	0.8826619965	0.3281055224
406	0.8826619965	0.3277712489
407	0.8826619965	0.3276979335
408	0.8826619965	0.3276242458
409	0.8826619965	0.3271705266
410	0.8826619965	0.3269345994
411	0.8826619965	0.326630301
412	0.8826619965	0.3264537353
413	0.8826619965	0.3263443513
414	0.8826619965	0.3257831137
415	0.8826619965	0.3254348633
416	0.8826619965	0.3253299047
417	0.8826619965	0.3252624399
418	0.8826619965	0.3250308727
419	0.8826619965	0.3243813571
420	0.8826619965	0.3239290742
421	0.8826619965	0.3238092192
422	0.8826619965	0.3235654179
423	0.8826619965	0.3231963173
424	0.8826619965	0.3230643478
425	0.8826619965	0.3227457912
426	0.8826619965	0.3226668048
427	0.8826619965	0.3221421398
428	0.8861646235	0.3216044204
429	0.8861646235	0.3214000125
430	0.8861646235	0.3213339792
431	0.8861646235	0.3211361923
432	0.8861646235	0.3208234483
433	0.8861646235	0.3206326398
434	0.88441331	0.3201511705
435	0.8861646235	0.3199794017
436	0.887915937	0.319563117
437	0.887915937	0.3192484932
438	0.887915937	0.3189263599
439	0.88441331	0.3185121475
440	0.88441331	0.318416783
441	0.8861646235	0.31822836
442	0.88441331	0.3180262774
443	0.8861646235	0.3179146418
444	0.8861646235	0.3177272112
445	0.8861646235	0.3174935161
446	0.8861646235	0.3173543897
447	0.8861646235	0.3172818034
448	0.8861646235	0.3168418795
449	0.887915937	0.3165360185
450	0.887915937	0.3164717902
451	0.887915937	0.3162140322
452	0.8861646235	0.3160839944
453	0.887915937	0.3159373973
454	0.887915937	0.3158005357
455	0.887915937	0.3157560549
456	0.887915937	0.3156203275
457	0.887915937	0.3155583673
458	0.887915937	0.3153067679
459	0.887915937	0.3150284699
460	0.887915937	0.3147501474
461	0.887915937	0.3144448662
462	0.887915937	0.3141114723
463	0.8896672504	0.3138243892
464	0.8896672504	0.3136476732
465	0.8914185639	0.3134180444
466	0.8914185639	0.3133563785
467	0.8914185639	0.3129177899
468	0.8914185639	0.3126650446
469	0.8914185639	0.312378897
470	0.8914185639	0.3123185816
471	0.8914185639	0.3121769751
472	0.8914185639	0.3120806933
473	0.8914185639	0.3120508277
474	0.8914185639	0.311893532
475	0.8914185639	0.311680457
476	0.8914185639	0.311389645
477	0.8914185639	0.3113569792
478	0.8914185639	0.3109414265
479	0.8914185639	0.3106390301
480	0.8914185639	0.3104926447
481	0.8914185639	0.3102660598
482	0.8914185639	0.3099850824
483	0.8914185639	0.3096702301
484	0.8914185639	0.3095189495
485	0.8914185639	0.309441241
486	0.8914185639	0.3092807506
487	0.8914185639	0.3091782569
488	0.8914185639	0.309023859
489	0.8914185639	0.3089494756
490	0.8914185639	0.3086888415
491	0.8914185639	0.3085979006
492	0.8914185639	0.3083959559
493	0.8914185639	0.3082994007
494	0.8914185639	0.3081722055
495	0.8914185639	0.3078796531
496	0.8914185639	0.307746637
497	0.8914185639	0.3073896206
498	0.8914185639	0.3073846582
499	0.8914185639	0.3071202234
