iter	Accuracy	Logloss
89	0.7863397548	0.4670350431
90	0.7863397548	0.4663629682
91	0.7863397548	0.4660333688
92	0.7863397548	0.4655501159
93	0.7863397548	0.4649741506
94	0.7863397548	0.4645146434
95	0.7863397548	0.4641185153
96	0.7863397548	0.4637192075
97	0.7863397548	0.463215139
98	0.7863397548	0.4627392362
99	0.7863397548	0.4622111249
100	0.7863397548	0.4618593207
101	0.7863397548	0.4617640687
102	0.7863397548	0.461292493
103	0.7863397548	0.4608839487
104	0.7880910683	0.4605874162
105	0.7880910683	0.4601277503
106	0.7880910683	0.4596050107
107	0.7880910683	0.4591689258
108	0.7880910683	0.4585713333
109	0.7880910683	0.4580844299
110	0.7880910683	0.4576860904
111	0.7880910683	0.4572816747
112	0.7880910683	0.4572366062
113	0.7880910683	0.4569403569
114	0.7880910683	0.4568997022
115	0.7880910683	0.4563190853
116	0.7880910683	0.4558448977
117	0.7880910683	0.4555721687
118	0.7880910683	0.4552538699
119	0.7880910683	0.4548523159
120	0.7880910683	0.4544533608
121	0.7880910683	0.4537887383
122	0.7898423818	0.4534665539
123	0.7898423818	0.4531219641
124	0.7880910683	0.4525259721
125	0.7898423818	0.4522339018
126	0.7898423818	0.4521988836
127	0.7950963222	0.451764232
128	0.7950963222	0.4512475878
129	0.7950963222	0.4510084454
130	0.7933450088	0.450600076
131	0.7933450088	0.4503327762
132	0.7950963222	0.4500486279
133	0.7968476357	0.4498359666
134	0.7968476357	0.4495176802
135	0.7968476357	0.4491955408
136	0.7968476357	0.4488130669
137	0.7968476357	0.4485177553
138	0.7968476357	0.4482394603
139	0.7968476357	0.4479729695
140	0.7968476357	0.44752843
141	0.7985989492	0.4472276523
142	0.7985989492	0.4469678523
143	0.7968476357	0.446715551
144	0.7985989492	0.4463073955
145	0.7985989492	0.4459038645
146	0.7985989492	0.445522077
147	0.7985989492	0.4454721182
148	0.7985989492	0.4451482713
149	0.7985989492	0.4448054261
150	0.7985989492	0.4443715977
151	0.7985989492	0.4440473853
152	0.7985989492	0.4436839143
153	0.7985989492	0.4434059797
154	0.7985989492	0.442904005
155	0.7985989492	0.4426346334
156	0.7985989492	0.442343484
157	0.7985989492	0.4420063995
158	0.7985989492	0.4416927439
159	0.7985989492	0.4413841695
160	0.7985989492	0.4411189565
161	0.7985989492	0.4408033459
162	0.7985989492	0.4405766575
163	0.7985989492	0.4402779444
164	0.7985989492	0.4399918438
165	0.7985989492	0.4395469642
166	0.7985989492	0.4390868585
167	0.7985989492	0.4385958496
168	0.7985989492	0.4383236106
169	0.7985989492	0.4379871718
170	0.7985989492	0.4376869202
171	0.7985989492	0.4373513448
172	0.8003502627	0.4369374065
173	0.8003502627	0.4365225774
174	0.8003502627	0.4362879318
175	0.8021015762	0.4360692157
176	0.8021015762	0.4358133416
177	0.8021015762	0.4353665886
178	0.8021015762	0.4350854447
179	0.8021015762	0.4348134496
180	0.8021015762	0.4345195437
181	0.8021015762	0.4341365182
182	0.8038528897	0.4338752317
183	0.8038528897	0.4336356931
184	0.8038528897	0.4333667675
185	0.8021015762	0.4331115953
186	0.8056042032	0.4328664117
187	0.8056042032	0.4325901599
188	0.8056042032	0.4322039976
189	0.8073555166	0.4319051682
190	0.8073555166	0.4315082871
191	0.8073555166	0.431221053
192	0.8073555166	0.4309446365
193	0.8073555166	0.4306312034
194	0.8073555166	0.4304165258
195	0.8073555166	0.4301224702
196	0.8073555166	0.4297534435
197	0.8073555166	0.4294076251
198	0.8073555166	0.4291657295
199	0.8073555166	0.4288397474
200	0.8073555166	0.4286127659
201	0.8056042032	0.4283537264
202	0.8056042032	0.4280897783
203	0.8073555166	0.4278917628
204	0.8056042032	0.4276437482
205	0.8056042032	0.4273429213
206	0.8056042032	0.4270103299
207	0.8091068301	0.4267557486
208	0.8091068301	0.4265256229
209	0.8073555166	0.4262420356
210	0.8091068301	0.4259612028
211	0.8091068301	0.4257631124
212	0.8091068301	0.4255769799
213	0.8108581436	0.4252307212
214	0.8143607706	0.4250049414
215	0.8143607706	0.4248266407
216	0.8126094571	0.4245993105
217	0.8073555166	0.4244328432
218	0.8073555166	0.4241767757
219	0.8073555166	0.4239585869
220	0.8126094571	0.4236606012
221	0.8126094571	0.4234202825
222	0.8091068301	0.4231912888
223	0.8091068301	0.422991791
224	0.8073555166	0.4227396546
225	0.8073555166	0.422517979
226	0.8073555166	0.4223153222
227	0.8073555166	0.4221048561
228	0.8091068301	0.4219145032
229	0.8091068301	0.4217171076
230	0.8073555166	0.4215095663
231	0.8108581436	0.4213410021
232	0.8091068301	0.4211406519
233	0.8126094571	0.42094021
234	0.8126094571	0.4207751264
235	0.8126094571	0.4205719002
236	0.8126094571	0.420385027
237	0.8126094571	0.4202060899
238	0.8126094571	0.4200752469
239	0.8126094571	0.419930581
240	0.8126094571	0.4197009624
241	0.8143607706	0.419498958
242	0.8143607706	0.4192340984
243	0.8143607706	0.419021763
244	0.8126094571	0.4188086511
245	0.8126094571	0.4186878122
246	0.8126094571	0.4184986039
247	0.8143607706	0.4182746701
248	0.8143607706	0.4181594422
249	0.8143607706	0.4180032086
250	0.8143607706	0.4178220988
251	0.8143607706	0.4176175099
252	0.8143607706	0.4174497519
253	0.8143607706	0.4172548263
254	0.8143607706	0.4170909271
255	0.8143607706	0.416887024
256	0.8143607706	0.4167369283
257	0.8143607706	0.4165651482
258	0.8143607706	0.4163924855
259	0.8143607706	0.4162345028
260	0.8143607706	0.4160301762
261	0.8143607706	0.4159230785
262	0.8143607706	0.4157432657
263	0.8143607706	0.4155841414
264	0.8143607706	0.4154072895
265	0.8143607706	0.4152835092
266	0.8143607706	0.4151268879
267	0.8143607706	0.4148410751
268	0.8143607706	0.4146740743
269	0.8143607706	0.4145374151
270	0.8143607706	0.4144176095
271	0.8143607706	0.4141479515
272	0.8143607706	0.414009668
273	0.8143607706	0.413906441
274	0.8143607706	0.413775892
275	0.8143607706	0.4136203038
276	0.8143607706	0.4134645902
277	0.8143607706	0.4132885609
278	0.8143607706	0.4130537861
279	0.8143607706	0.412888458
280	0.8143607706	0.412733384
281	0.8143607706	0.4126035363
282	0.8143607706	0.4124737769
283	0.8143607706	0.4123484885
284	0.8143607706	0.4121952893
285	0.8143607706	0.4120299129
286	0.8143607706	0.4118457336
287	0.8143607706	0.4116870403
288	0.8143607706	0.4115205142
289	0.8143607706	0.4113731451
290	0.8143607706	0.4112228943
291	0.8143607706	0.4110800563
292	0.8143607706	0.4109489622
293	0.8143607706	0.4107988285
294	0.8143607706	0.410624377
295	0.8143607706	0.4105158659
296	0.8143607706	0.4103850625
297	0.8143607706	0.4102666012
298	0.8143607706	0.4101262498
299	0.8143607706	0.4099961153
300	0.8143607706	0.4097765089
301	0.8143607706	0.4096629785
302	0.8143607706	0.4095337436
303	0.8143607706	0.4094200387
304	0.8143607706	0.4092817292
305	0.8143607706	0.4091216548
306	0.8143607706	0.408990423
307	0.8143607706	0.4088545105
308	0.8143607706	0.4087503136
309	0.8143607706	0.4085992574
310	0.8143607706	0.408501194
311	0.8143607706	0.4084056556
312	0.8143607706	0.4082781719
313	0.8143607706	0.4081617644
314	0.8143607706	0.4079987002
315	0.8143607706	0.4078755448
316	0.8143607706	0.4077919072
317	0.8143607706	0.4077196531
318	0.8143607706	0.4076093136
319	0.8161120841	0.4074548006
320	0.8178633975	0.4073250215
321	0.8161120841	0.4072356669
322	0.8143607706	0.4071292597
323	0.8161120841	0.4070183973
324	0.8161120841	0.4069129424
325	0.8143607706	0.4067552717
326	0.8161120841	0.406632611
327	0.8161120841	0.4065287336
328	0.8161120841	0.4064437102
329	0.8161120841	0.4063119209
330	0.8161120841	0.406189317
331	0.8161120841	0.4060886802
332	0.8161120841	0.4059886225
333	0.8161120841	0.4058682656
334	0.8161120841	0.4057349538
335	0.8161120841	0.4056544471
336	0.8161120841	0.4054618887
337	0.8161120841	0.4053460539
338	0.8178633975	0.4052197769
339	0.8178633975	0.40510629
340	0.8178633975	0.4049844215
341	0.8161120841	0.4049006764
342	0.8161120841	0.4047655659
343	0.8178633975	0.4046446363
344	0.8161120841	0.4045739983
345	0.8161120841	0.4044508161
346	0.8161120841	0.4043447078
347	0.8161120841	0.4041447409
348	0.8161120841	0.4040285914
349	0.8161120841	0.4039429978
350	0.8161120841	0.4038489904
351	0.8161120841	0.4037386596
352	0.8161120841	0.4036193592
353	0.8161120841	0.4035150357
354	0.8161120841	0.4033987995
355	0.8161120841	0.4033065731
356	0.8161120841	0.4032024651
357	0.8161120841	0.4030886416
358	0.8161120841	0.4030003654
359	0.8161120841	0.4029112229
360	0.8161120841	0.4027785261
361	0.8161120841	0.4026815185
362	0.8161120841	0.4025788426
363	0.8161120841	0.4024659384
364	0.8161120841	0.4022794592
365	0.8161120841	0.402177384
366	0.8161120841	0.4020458855
367	0.8161120841	0.4019406468
368	0.8161120841	0.4018319771
369	0.8161120841	0.4017322612
370	0.8161120841	0.4016200426
371	0.8161120841	0.4015182809
372	0.8161120841	0.4013757759
373	0.8161120841	0.4012683468
374	0.8161120841	0.4011758574
375	0.8161120841	0.4010550407
376	0.8161120841	0.4009286975
377	0.8161120841	0.4008642875
378	0.8161120841	0.4007472656
379	0.8161120841	0.4006355739
380	0.8161120841	0.4005113621
381	0.8161120841	0.4003449507
382	0.8161120841	0.4002641232
383	0.8161120841	0.4001765541
384	0.8161120841	0.4001096798
385	0.8161120841	0.3999417859
386	0.8161120841	0.3998660245
387	0.8161120841	0.3997467444
388	0.8161120841	0.3996465736
389	0.8161120841	0.3995269213
390	0.8161120841	0.3994358727
391	0.8161120841	0.3993251837
392	0.8161120841	0.3992104957
393	0.8161120841	0.3991512232
394	0.8161120841	0.3990898595
395	0.8161120841	0.398992474
396	0.8161120841	0.3989203602
397	0.8161120841	0.3988258853
398	0.8161120841	0.3987558246
399	0.8178633975	0.3986491248
400	0.8178633975	0.3985681081
401	0.8178633975	0.3984969528
402	0.8178633975	0.3983913545
403	0.8178633975	0.398297411
404	0.8178633975	0.3981948698
405	0.8178633975	0.3981227787
406	0.8178633975	0.3980461587
407	0.8178633975	0.3979657258
408	0.8178633975	0.3979092831
409	0.8178633975	0.3977750207
410	0.8178633975	0.3975921861
411	0.8178633975	0.3975228983
412	0.8178633975	0.3974283127
413	0.8178633975	0.3973613704
414	0.8178633975	0.3972720538
415	0.8178633975	0.3970718274
416	0.819614711	0.3969855573
417	0.819614711	0.3968880658
418	0.819614711	0.3967597694
419	0.819614711	0.3966843482
420	0.819614711	0.3965148864
421	0.819614711	0.3964343105
422	0.819614711	0.3963696054
423	0.819614711	0.3962713001
424	0.819614711	0.3961699639
425	0.819614711	0.3961070773
426	0.819614711	0.3960358115
427	0.819614711	0.3959325328
428	0.819614711	0.3958420374
429	0.819614711	0.3957732964
430	0.819614711	0.3956874173
431	0.823117338	0.3955419115
432	0.8213660245	0.3954508066
433	0.8213660245	0.3953388216
434	0.8213660245	0.3952623155
435	0.8213660245	0.3951654102
436	0.8213660245	0.3951150794
437	0.8213660245	0.3950040636
438	0.8213660245	0.3949200354
439	0.8213660245	0.3947916466
440	0.8213660245	0.3947058264
441	0.8213660245	0.394605589
442	0.8213660245	0.3945318263
443	0.8213660245	0.3944865101
444	0.8213660245	0.3943313807
445	0.8213660245	0.3942392776
446	0.8213660245	0.3941590418
447	0.8213660245	0.3940242662
448	0.8213660245	0.3939394737
449	0.823117338	0.3938482675
450	0.823117338	0.3937777896
451	0.823117338	0.3936885181
452	0.823117338	0.3936183283
453	0.823117338	0.393541097
454	0.823117338	0.3934027895
455	0.823117338	0.3932982865
456	0.823117338	0.3932161488
457	0.823117338	0.3931356943
458	0.823117338	0.3930582772
459	0.823117338	0.3930065446
460	0.823117338	0.3929525147
461	0.823117338	0.3928638648
462	0.823117338	0.3927782397
463	0.823117338	0.3926932655
464	0.823117338	0.3926346037
465	0.823117338	0.3925312147
466	0.823117338	0.3924890319
467	0.823117338	0.3924194479
468	0.823117338	0.3923556727
469	0.823117338	0.3922761899
470	0.823117338	0.3921946434
471	0.823117338	0.3921206729
472	0.823117338	0.3920428774
473	0.8213660245	0.3919615183
474	0.823117338	0.3918947906
475	0.823117338	0.3918218973
476	0.823117338	0.39174232
477	0.823117338	0.3916829107
478	0.8213660245	0.3915912514
479	0.823117338	0.3915120161
480	0.8213660245	0.3914305339
481	0.8213660245	0.3913701949
482	0.8213660245	0.3912956372
483	0.8213660245	0.3911748562
484	0.823117338	0.3911345862
485	0.823117338	0.3910803375
486	0.8213660245	0.3910053446
487	0.823117338	0.3908760903
488	0.8213660245	0.3908046852
489	0.8213660245	0.3907518479
490	0.823117338	0.390682954
491	0.823117338	0.3906170213
492	0.823117338	0.390553843
493	0.823117338	0.3904786325
494	0.823117338	0.3903980555
495	0.823117338	0.390346927
496	0.823117338	0.3902763644
497	0.823117338	0.3902055286
498	0.823117338	0.3901584362
499	0.823117338	0.3900862667
